date,Asset,amount,for,amount,at,price,valuation,fee,token,price,($),fee,($),commission,price,($),commission,($),ratio,inverted,ratio,tx_id,tsilb,
2022-11-09,KUJI,124.6883,axlUSDC,100,$1.00,$0.802,0.000279,KUJI,$0.702,$0.000,0.093516,$0.802,$0.075,0.802,1.246883,https://finder.kujira.app/kaiyo-1/tx/D4A22123976EE4AB084FE390F490F1637C5D2974D879312C8E79E45B86D4F5A1,
2022-11-09,USK,116.5792,FURY,13878.4728,$0.0084,$1.000,0.000316,KUJI,$0.702,$0.000,0.087434,$1.000,$0.087,1.000,1.000000244,https://finder.kujira.app/kaiyo-1/tx/E79BB7EBE4E4FDF122DFAD1A41A2F8BCEBF7C71EB3281740CFCE59B0CAC1DE53,
2022-11-09,ATOM,8.6573,axlUSDC,100,$1.00,$11.551,0.000311,KUJI,$0.702,$0.000,0.006492,$11.551,$0.075,11.551,0.086573,https://finder.kujira.app/kaiyo-1/tx/54339E4B03B3B9D68C41C919066B4B9CD1D7404B9FFE0103D6BB6C452FDB86FC,
2022-11-09,CMDX,917.4312,axlUSDC,100,$1.00,$0.109,0.00031,KUJI,$0.702,$0.000,0.688073,$0.109,$0.075,0.109,9.174312,https://finder.kujira.app/kaiyo-1/tx/A607919342B250BC93B8E542961EEC8974413E68AE1E73FFD46E294E8D31C946,
2022-11-09,EVMOS,72.884756,axlUSDC,100,$1.00,$1.372,0.000313,KUJI,$0.702,$0.000,0.054705,$1.372,$0.075,1.372,0.72884756,https://finder.kujira.app/kaiyo-1/tx/D44F9920C242F1F3BC2F25D1A57E1C69884564BB76B1F1FE1FC218250B73D123,
2022-11-09,JUNO,40.3551,axlUSDC,100,$1.00,$2.478,0.000311,KUJI,$0.702,$0.000,0.030266,$2.478,$0.075,2.478,0.403551,https://finder.kujira.app/kaiyo-1/tx/475616DFBE58F6730FF4C5F6EC36180940FE6B1D6FE87483B3D137AD0C1D7393,
2022-11-09,LUNA,60.6428,axlUSDC,100,$1.00,$1.649,0.000311,KUJI,$0.702,$0.000,0.045482,$1.649,$0.075,1.649,0.606428,https://finder.kujira.app/kaiyo-1/tx/FAA217948C530527CE1343311CE31D1DEE069E373B5B8AD9CC4F2504DD1F56EF,
2022-11-09,OSMO,79.0514,axlUSDC,100,$1.00,$1.265,0.000311,KUJI,$0.702,$0.000,0.059288,$1.265,$0.075,1.265,0.790514,https://finder.kujira.app/kaiyo-1/tx/A339F6BF5C9B72029F2EC90DCE8A52F74D1814E81EB128F89AC004FA2A7B4E65,
2022-11-09,STARS,2040.8163,axlUSDC,100,$1.00,$0.049,0.000312,KUJI,$0.702,$0.000,1.530612,$0.049,$0.075,0.049,20.408163,https://finder.kujira.app/kaiyo-1/tx/AECA5E4B23261F3F757E07C6004421A42595474774A1A831F31F19F93C204CF3,
2022-11-09,AVAX,6.6622,axlUSDC,100,$1.00,$15.010,0.000314,KUJI,$0.702,$0.000,0.004997,$15.010,$0.075,15.010,0.066622,https://finder.kujira.app/kaiyo-1/tx/72F46A7E41D6506D6FEE97D6B30065DEBC523A5CB8B3142CA5F913941992391E,
2022-11-09,ETH,0.0833,axlUSDC,100,$1.00,$1,200.480,0.000313,KUJI,$0.702,$0.000,0.000062,$1,200.480,$0.074,1,200.480,0.000833,https://finder.kujira.app/kaiyo-1/tx/E51F5D31AA19B92E310EE5439189DCE82A69863124EA98199D86E78BE927669A,
2022-11-09,KUJI,155.7632,axlUSDC,100,$1.00,$0.642,0.000279,KUJI,$0.702,$0.000,0.116822,$0.642,$0.075,0.642,1.557632,https://finder.kujira.app/kaiyo-1/tx/4ADF7CBDF430E3E3D0E0BC51B6BADB0D1D73AAE748BFD15D35095B8660C7382E,
2022-11-09,KUJI,126.9036,ATOM,7.5,$13.30,$0.786,0.000279,KUJI,$0.702,$0.000,0.095177,$0.786,$0.075,0.786,1.272216541,https://finder.kujira.app/kaiyo-1/tx/0F4923C0EB7DF7C3498FBA31369BA228EF42C1759C3166DF606F397E8E038F44,
2022-11-09,ATOM,9.979,axlUSDC,100,$1.00,$10.021,0.00031,KUJI,$0.702,$0.000,0.007484,$10.021,$0.075,10.021,0.09979,https://finder.kujira.app/kaiyo-1/tx/D29E1A4A8A46200BCB30ADED615145359F3AD37AAEC604345A4AC308EB1F81F7,
2022-11-09,JUNO,44.484,axlUSDC,100,$1.00,$2.248,0.000309,KUJI,$0.702,$0.000,0.033362,$2.248,$0.075,2.248,0.44484,https://finder.kujira.app/kaiyo-1/tx/935F6934CC56C982A7701F759AF16A174738F2A19E83F94F3EABE682E5243F2C,
2022-11-09,OSMO,93.4579,axlUSDC,100,$1.00,$1.070,0.000311,KUJI,$0.702,$0.000,0.070093,$1.070,$0.075,1.070,0.934579,https://finder.kujira.app/kaiyo-1/tx/19F275A0E31689F40CE072781ADA5C2E967AF4CA68B364D37F3EECE55CED98EB,
2022-11-09,STARS,2777.7778,axlUSDC,100,$1.00,$0.036,0.000311,KUJI,$0.702,$0.000,2.083333,$0.036,$0.075,0.036,27.777778,https://finder.kujira.app/kaiyo-1/tx/284E985F5A4E97F2F7A267216B7BE1E5A6BFA4225E7F6C5E1F6DDDAC770242C7,
2022-11-09,axlUSDC,113.5661,ATOM,9.9716,11.389,$1.000,0.000311,KUJI,$0.702,$0.000,0.085174,$1.000,$0.085,1.000,0.9999960164,https://finder.kujira.app/kaiyo-1/tx/852A1C27EAB9E201507A0441A81F87507973D43499B9C90494AF69934A797585,
